,ArticByArea,AntarticByArea,TropicalByArea,ArticByPop,AntarticByPop,TropicalByPop
0,8.382956123814132,10.816840899061258,16.658719389431067,12.023255203855324,14.155040556844192,11.953198097054663
1,8.477020870147712,10.635178793431843,16.60507952216018,12.250206095101507,14.111185504657463,11.818098828173937
2,8.448690754274152,11.026119061237944,16.640878032347157,12.324544971469093,14.52575058274838,11.76657429199103
3,8.13074385752261,11.006490780188281,16.820972426850805,12.35102831296052,14.367404677268876,11.936072091068397
4,7.929607766974231,9.920565582015737,16.553843461928746,12.18088611515001,13.48468551508139,11.564980576571385
5,7.707179141455288,9.768475556724493,16.222613022491934,11.926082384644413,13.385866293781977,10.926205036347337
6,7.435944600455851,9.657420530910928,16.377379995271244,11.655138283534118,13.48903432894464,11.048064745380401
7,7.263127034552158,10.29966714184563,16.73225407921986,11.384312227036698,13.794757625332721,11.711553825547481
8,7.273189164976238,11.087890798804148,16.942900302247608,11.290263365689835,14.323269381647885,12.254687772707872
9,7.614174878631378,10.911708202409152,17.00461083548352,11.311822431974145,14.233916473646014,12.47671254028116
10,7.786224117506433,11.31478281868438,17.053119181466993,11.193684122871527,14.69457388703659,12.289068521467707
11,7.883174126592316,11.717601787901847,17.020946927719557,11.149959220112958,15.043360983805302,12.603107368949058
12,8.294743072491574,10.175779717315677,16.912747958744724,11.477578113186281,13.93552108405359,12.486829136334674
13,8.488078525901527,9.557624947064728,16.723469684547965,11.716145084567438,13.396933227754873,11.914076099378988
14,8.332458545746826,10.372831059705202,16.729391877842215,11.63720569930105,13.997929046030897,11.94951423291661
15,8.241157059512394,11.140675503747273,16.713100249030287,11.679672806741616,14.440208048545136,11.875807475266852
16,8.245745678535815,10.757824227237725,16.598559829098818,11.68389249228377,14.2802769776772,11.370105101896538
17,8.204913345302023,11.433380029222404,16.45739516762066,11.82738885096044,14.479788905762229,10.949826231906846
18,8.179715203232563,11.531526582633132,16.488232677818743,11.820140518634675,14.675715089517235,10.718921473795643
19,7.9530429110326155,11.588104871462395,16.71127607964046,11.597975520617698,14.895155374270303,10.94967884512104
20,7.738111689564996,11.388219778906757,16.866272290823204,11.569605801646277,14.875987703344617,11.101193099042003
21,7.3780652336321895,11.750605109741402,16.941675796318773,11.336999366915478,15.150827751423792,11.264459326726415
22,7.161671065008409,12.209568084615851,16.94190496666798,11.267766371203578,15.197082012205097,11.562452871293516
23,7.135361033081903,12.047770624927352,17.01691544846129,11.302111024576412,14.97425622014249,11.992690172512232
24,6.903615913220355,11.621868553848817,17.06895138294864,11.399387256845435,14.742562803799244,12.264990714760042
25,6.859387924199865,11.51920333651561,17.148924742207207,11.455711340608651,14.801809281229044,12.420125636390635
26,7.204062796552384,11.862793793381424,17.201818397612136,11.506806715288462,14.918694237695764,12.685596196465157
27,7.440836324910927,11.725515905115946,17.243874229246213,11.54701519622209,14.875658699948316,12.746887997223556
28,7.497135966795709,11.559205964247145,17.230954943334936,11.571953338672209,14.780288518080708,12.709014443932826
29,7.856809337470531,10.89441321738877,17.395323549265804,11.585574708958642,14.202806945693352,12.618308035052866
30,7.890403992231368,10.593310759029436,17.693699378176014,11.528402873895494,14.315816219111172,12.739266664195156
31,8.10240852123819,11.400765687972134,17.907421755942213,11.822806018818392,15.231824302886322,13.17081764356677
32,8.539164923720447,10.740151449809174,17.835358878841134,12.28693319059623,14.893605776395301,13.17890286898821
33,8.765835814353382,10.719089234738703,17.71405830935355,12.527325261138989,14.76810137511019,12.771255555016177
34,8.835778339329753,11.527333436713164,17.8059324285723,12.67199220408946,15.151062348405455,12.562865480377939
35,8.719841799223126,11.225316293605745,17.877352434628396,12.665968196070928,14.840209970167217,12.473655708567337
36,8.511177229577616,10.896753546963687,17.861909963372913,12.731598686838078,14.886707443877166,12.497801345191029
37,8.415260768539243,11.575577816501761,17.895931518274033,12.487876269936798,15.62790212610876,12.532635721000974
38,8.69383703626794,11.693458213555228,17.902444030117085,12.517273993529495,15.588395445203552,12.701726591715687
39,8.898382621267668,10.693711142306908,17.95345419696685,12.70289353074034,14.771922987195683,12.773226892987795
40,9.132557572584991,10.727256291752505,17.99205880478175,12.893792237660966,14.645836500433909,12.849638480829078
41,9.352427162210127,11.032873743272315,18.172594824265307,13.219233030580032,15.227410788066559,12.78835712616689
42,9.50937278853169,10.924301082127279,18.3173619784594,13.564152761729998,15.11074399321412,12.718782164479652
43,9.616977832562332,10.181376389379333,18.45977384136746,13.893247776977729,14.21081923791429,12.969106698161196
44,9.664099549910038,10.807444283048982,18.5520919638165,13.995065752403733,14.776148990979834,13.276715731768256
45,9.83850205143348,11.645814675740437,18.58294998498275,14.18649949294562,15.487355081860345,13.565077715082527
46,9.90875884028791,11.85223685815774,18.543248997871864,14.368684549716715,15.514001228324828,13.536080682685155
47,9.851773097587714,11.312377353835897,18.515495378698212,14.409426223822209,15.22815319197509,13.405571967729626
48,9.87941954044972,11.529460083461,18.489325384261228,14.718257609896384,15.35527405972032,13.277958699079246
49,9.989234837842268,11.877998577604588,18.605612376304382,15.05224624695215,15.547118941725513,13.44915976302662
50,10.105788902622058,12.497599053131045,18.76770660859628,14.825669860158529,16.08815610663204,14.036684394765848
51,10.242110700366007,12.941599335485813,19.145387066403746,14.695216021922743,16.49475640825022,14.612667514112216
52,10.306038978577977,12.690896208799263,19.152342291684707,14.743368230008905,16.44198282040912,14.421625712024033
53,10.460381989707347,12.416533038469765,19.105083460637406,14.753173686574907,16.197159062902497,13.922104734577205
54,10.750514985887447,12.674333898283574,18.91655333290359,14.90110649544609,16.191826067968073,13.416685618500525
55,10.974031126621531,12.364327800822878,18.703844545723562,15.171780951084104,15.778519686408913,13.242684829993689
56,11.062959676279418,11.245460180145818,18.696724419233405,15.367250380932303,15.118168991053999,13.342706022083549
57,11.259627253380767,11.514253368971271,18.706021041663405,15.554357480093875,15.278058884637659,13.285569423600592
58,11.491062787329207,12.325571837006333,18.970510117810022,15.757823520938162,16.01881332634434,13.45660882311813
59,11.509442837791854,12.541829190922419,19.357699486472182,15.710059758369601,16.381468517904366,13.886374693694956
60,11.547995931686485,12.140563201460086,19.788315306382767,16.11849668642221,15.972659968918983,14.367990208090498
61,11.780840988596013,11.436885193219002,19.982358902278005,16.53705200116462,15.466869125693078,14.633151929701826
62,11.98406197536983,11.534673372220544,20.07549716820014,16.555115164750198,15.411958438399454,14.789404783893044
63,11.904638045722168,11.12635013695509,19.992238400796428,16.23844663960849,15.061843468274745,14.691219988933295
64,11.725797096261683,11.462810338698922,20.05478888797327,16.176832482029795,15.253325561777142,14.82756021319288
65,11.695059713988119,12.535450472015425,20.108093527268508,16.179322117854085,16.011412630638635,14.994109204687108
66,12.026623554409491,13.210775466287004,20.077597314832992,16.19105245302242,16.671196975994047,15.157039972237108
67,12.30621259914027,13.654866827184449,20.31646421972411,16.241616094067837,17.08700614378385,15.610238831999618
68,12.530536443901322,13.709195664411343,20.55895134796349,16.383179367060848,17.22183762473002,15.841306877998447
69,12.68439918966802,13.440932803128282,20.49124421952211,16.774397429780176,16.967725791785607,15.531043278070634
70,12.810260950102426,13.088183212792703,20.438313359051772,17.15781156974997,16.61823589896897,15.376185396097222
71,12.874421915021136,13.265717972361273,20.39114694030536,17.307486078133962,16.75077096203589,15.047240034027755
72,12.893872854952878,13.831713220672874,20.420996001055634,17.42508981349279,17.130529746526445,15.095313287310862
73,12.860778805417922,14.081747060756172,20.67900093035704,17.306350100808746,17.14018718043226,15.53792947622958
74,12.961770450387968,13.828710907354983,20.844337620156217,17.512992221338333,17.158392365168805,15.61563422103336
75,13.191947399590967,13.828551354117552,20.789988094909386,17.86025886570239,17.25698991665311,15.299275433356105
76,13.304250092310657,13.480639681322856,20.696388388201242,18.217236741156167,17.04517712847143,14.954876573155959
77,13.430119663181623,13.1239219223653,20.696310748641814,18.482108632295624,16.785290202831742,15.039289565693613
78,13.404771592951725,13.246500805319174,20.752029397740827,18.395710291540205,16.65634385582856,15.294646762656352
79,13.476292144000519,13.514197843803146,20.864965174230143,18.26606233991484,16.680856913804767,15.315059429116753
80,13.675930830121489,13.102405478952363,20.7527494595708,18.337290286146587,16.636595880048198,15.191126571978394
81,13.728608379656162,13.173694518392626,20.621321721269602,18.340509320950993,16.80483497616342,15.411355593826226
82,13.954479555916931,13.734145185961973,20.410188298812237,18.520772288399698,17.33320540553465,15.398485257872958
83,14.31938121301468,13.80635852577882,20.587436991705903,18.953880495137636,17.483100887370632,15.545584771827155
84,14.440983764680833,13.80545931305797,20.709793393973264,19.337605460299724,17.325111153997803,15.773252558063723
85,14.562626120289206,14.254351620196168,20.89434440328241,19.897111785475495,17.501519818993824,16.023797095196365
86,14.702571256472186,14.582461633265261,21.13608704211021,20.104697421896645,17.68830614319276,16.554368101361483
87,14.677287175927129,14.739829027096588,21.361970935671764,20.18819330290847,17.869227116029947,16.885748252276894
88,14.436302116151374,15.0485529617247,21.765790369238427,20.08559566806541,18.175161826667892,17.21334444726291
89,14.653443484609525,15.054073590175083,21.788576348657585,20.163648309718337,18.153573798409706,17.176592518680273
90,14.885969053372962,14.791544780985166,21.591976019429342,20.42602385252144,17.89677586411824,16.565737668554902
91,15.01897976445051,14.743140314739444,21.579696799526875,20.611163432360993,17.892101117026456,16.827092600182937
92,15.08068163846698,14.945534845450632,21.909236449801575,20.5913614694178,18.205041819916502,17.399694878989706
93,15.144155143885335,14.641049213792321,22.266863523537015,20.537183544494226,18.210088875618823,17.439030606573265
94,15.386430119585288,14.080518529831807,22.11620512714995,20.5234927830007,17.74451423197112,17.060521462469033
95,15.585996700620829,14.516977506389647,21.801275318516275,20.45785957215575,18.044942452629265,16.7620881755436
96,15.833484200770233,14.921105188170976,21.76148834029767,20.474867421054267,18.209905410311777,17.047767687179164
97,16.243661809715572,14.8181881387794,21.818332593365632,20.777766801981343,18.08704204165122,17.493214561791447
98,16.38864849802014,14.857846921874478,21.822287992010555,20.862518406781838,18.196747112815263,17.453185472445455
99,16.56988869352624,15.377699723164266,21.975874024774974,21.000541827907924,18.494387753502444,17.51908329416114
100,16.5858580694299,15.560682142403268,21.99031118124509,21.035064641402613,18.651419224041668,17.294091916211524
101,16.509975066232318,15.705039273697876,22.080551412889978,21.011119596506234,18.78069356764386,17.460483480981004
102,16.702041096623415,16.02599970566622,22.158838792217242,21.293701783293404,19.015561049903305,17.416353101033504
103,16.77169198499764,15.871935801712025,22.361563165225807,21.637842476454697,18.94170545418417,17.677074707448888
104,16.871555118252818,15.692818959779013,22.55465696576176,21.942733497080606,18.73236053742672,18.15942204118407
105,16.867168949804483,16.085720792859746,22.697837440289437,21.868402449645934,18.954491891316792,18.147715869835526
106,16.833112037075566,16.300039673858603,22.860261890613167,22.04096826296648,19.180554068978548,18.07306570423727
107,16.927184039127866,16.494797164482247,23.065854582395698,22.418347920327513,19.433969326359684,18.17016347188287
108,16.957399600278123,16.50133159841885,23.083300467127053,22.414318781728664,19.308762809644676,18.338247852906218
109,17.057954904845108,16.281415138983927,23.01778794093993,22.36945244126829,19.03734902492648,18.422041797910264
110,17.137569430795583,16.4887400017392,23.06820848985081,22.39748794940801,19.14701518414513,18.807761489358786
111,17.178270113132307,16.470487114368535,23.293203820355348,22.43842125468058,19.197392696965167,18.909080359344106
112,17.34767011496906,16.189830415993747,23.21038745913594,22.436061445079705,19.03920338612977,18.44238642935039
113,17.626660797718788,16.141647154290997,23.32764477738502,22.565215027201532,19.119085042134163,18.480674023121527
114,17.88243185089072,16.284712258316276,23.29740413955215,22.67330264220284,19.36760469524314,18.422191169134628
115,17.95988509831326,16.33119177732864,23.24093050632876,22.778452715551932,19.35987419117068,17.926994014061876
116,18.234509370634708,16.14748375069171,23.17147952199966,23.020875504229608,18.97507438370383,17.606062626387153
117,18.441397477073043,16.0803080610189,23.082375778914034,23.37126528145627,18.935380077456657,17.481819545086683
118,18.66147956988204,16.02437333801899,23.12827729084857,23.73654090478118,18.895031363591023,17.858495905747347
119,18.817845774746022,15.946462246348506,23.30945718958948,23.85375076130513,18.809910309563442,18.285335517282295
120,18.96990826337726,16.39925617912055,23.239217392505818,23.89113661762012,19.15522218426155,18.2056688988361
121,19.06553743589249,17.194063658262024,23.330453908385536,23.67064217076296,19.723148152246836,18.6661460472071
122,19.14059616678823,17.39943276318543,23.432955879728105,23.588547907896633,19.95334030674575,18.78073028426999
123,18.93315524471287,17.47091693393794,23.578655207478615,23.686623247036426,19.97075423700823,18.874515948051634
124,19.047728813842014,17.425409507616006,23.91114236102642,23.76918479585209,19.7574337586613,19.25224874196997
125,19.127118857668588,17.53215347597636,24.058088803579828,23.63771765618007,19.74569685502363,19.534175960378786
126,19.13850322545802,17.45154906788095,24.04188016117796,23.6273946802209,19.708074689697373,19.70937873303945
127,19.10361388123674,17.257497032002465,24.17623229416777,23.586053117540136,19.733659116643217,19.82941609191022
128,19.231658221108475,17.357523987742105,24.025365637079258,23.794118465404395,19.889566277642253,19.650828217984294
129,19.24006405298525,17.665428304158247,24.088019195678186,24.078667532158665,20.090733347106774,19.593318325053076
130,19.363444452370352,17.243029237117938,24.23632502301491,24.179316399051313,19.992204979468955,19.97588322823756
131,19.562728828983076,17.287215129144357,24.18757773506975,24.278199226795977,19.81039031342133,20.084488635676344
132,19.646399457709137,17.17479551553036,23.895423463813557,24.461518924093266,19.54954696883855,19.784809638715274
133,19.84727450673916,17.239328426613717,23.67381747626615,24.645721654138068,19.652646891310425,19.326863694199954
134,19.710398414168125,17.401749140559275,23.580363562259677,24.531813577892088,19.854311838934617,19.116534748083
135,19.631827627242362,17.47698715022167,23.681589349883307,24.78003197810053,20.073799160198885,19.372054858646838
136,19.73436066319449,17.99079397827986,23.824669181771284,24.99418036004207,20.44946726206256,19.600363129660703
137,19.96944913834945,18.169435825501587,23.8900626720788,25.15172412452834,20.53593888130464,19.785447273318734
138,20.024498969306496,17.81369950064925,24.04074570373415,25.07814747273049,20.173382656940277,19.8006559455455
139,20.141225573044565,17.500788243371336,23.974783180485158,24.893049944803785,19.944635463167373,19.825031400274558
140,20.20996285935345,17.514030321921553,23.88769464161636,24.909325325261662,19.787192415936445,20.088186647691202
141,20.389238479062904,17.651667659704945,24.09757396270197,24.98498303518877,19.883447858518473,20.51935501506284
142,20.497533757101635,17.954790503278296,24.23323501990158,25.11996061396065,20.179547941643083,20.57482847157624
143,20.568283367242795,18.391203459447862,24.143197094213317,25.389651187395568,20.4381864039883,20.437350322674625
144,20.574315474346935,18.79454411041605,24.16797804687806,25.489478064057376,20.81840499461269,20.398629720219716
145,20.77748635533078,19.145497122149134,24.434586658785292,25.483307288060885,21.182425666394412,20.928936106670875
146,20.982193211255556,19.124858838501783,24.602295917380022,25.471718283009935,21.20476633698576,21.25117543495098
147,20.849485851493824,19.119742814305514,24.50784147163473,25.47295224857778,21.2000992545737,21.273195474238943
148,20.90021923922467,19.07330017940005,24.51579461247084,25.44463819689273,21.196383911802247,21.014337975680778
149,21.026000904932605,18.99684029243751,24.33164000539772,25.55919366945265,20.983599588231968,21.042453966757577
150,20.81616822414371,18.706983741547162,24.365561245578228,25.743235177903827,20.89461114525148,21.29447134223964
151,20.67832371477487,18.532217905059557,24.473522399367393,25.722819937545808,20.784976578268513,21.49410961629659
152,20.86707880633485,18.268227343759072,24.74641711983208,25.712259768366785,20.630711747650388,21.85319418681369
153,20.95434497216273,18.189391214389605,24.822230048123295,25.77931704977719,20.606128603757746,21.868606285732866
154,20.96487342362451,18.37607757695224,24.661240760376273,25.896778409392798,20.716138862226547,21.769661964795237
155,21.03676003726012,18.580077342239047,24.675502458048815,25.902682054969198,20.887842906764597,21.75916389909745
156,21.082340075251164,18.694232946038976,24.661480589409024,25.82816090656911,20.9764152230968,21.42576802383789
157,21.291252160092743,18.76254298860914,24.721041079128913,25.889159003221206,20.97219806826533,21.35607969174916
158,21.41666609335794,18.84676636650023,24.96283662877824,25.930593525618303,20.957465470937393,21.57638074399547
159,21.33014356947609,18.766587427105026,25.189051894191834,25.92319338339847,20.96868011748807,21.57192579473546
160,21.291851975939462,18.996332562054725,25.065012778209457,25.949666338865,21.201286182280594,21.690944555412734
161,21.446335077083646,19.204850580269202,24.864405950985805,25.94217011545457,21.310012955393145,21.814051811495034
162,21.57875248947902,19.143611051446,24.905743399407584,25.924356147129444,21.276989628674993,21.64441698412484
163,21.535923821740333,19.070887310751484,24.870130923144966,25.86575405628198,21.11001392624127,21.477559942476482
164,21.671855917591028,18.783999381768126,24.846822951493554,26.019804120284658,21.148784813324816,21.579929770188045
165,21.654833497692685,18.892436370169648,25.07097972002315,25.82962926823197,21.220149535597304,21.67472179703757
166,21.784233390267833,19.235234589356946,24.938744977749725,25.854283304461003,21.367078113384043,21.438245232440423
167,22.00700957182291,19.514301593288263,24.72561909223286,26.05363072722059,21.570664406012547,21.527431257170196
168,22.218771240175453,19.776073435248342,24.91633326775066,26.156395953702667,21.657696747641968,22.041051418622324
169,22.33945554894191,19.428788391646293,24.83870456462707,26.23252595169518,21.435246220859316,22.1775650275073
170,22.432654024993855,19.274590547269337,24.645716030395764,26.203547167060044,21.32264037736592,21.980572841030693
171,22.392081036187218,19.398912881151762,24.568018239773853,26.11245268816915,21.50880618939711,21.943940706094956
172,22.43091324427726,19.545901449177318,24.657863675262025,26.11400913088434,21.67560724377695,21.968066720142637
173,22.338805697180526,19.825266353414538,24.831280793100255,26.024873009235492,21.829979783587632,22.160689092365697
174,22.236499072006445,19.60466854404034,24.914245965532633,25.98440248576977,21.650327289543082,22.24434716831855
175,22.213385227566526,19.633933997918604,25.060979660547634,26.071434634420847,21.582079792854852,22.503347782947994
176,22.424079171163505,19.693281072960605,25.074345754145277,26.235988356241503,21.55740949614429,22.503081543687475
177,22.457377968927734,19.785053789646632,25.014047061441058,26.282536742315372,21.54036691804258,22.407351243063918
178,22.343233707334072,19.829730097804127,24.990819896605984,26.10061145303755,21.61195840916702,22.3632640859125
179,22.398445190164487,20.11514081600931,25.193341127868635,26.181296649150426,21.877233494163512,22.698301483653413
180,22.411054163340435,20.302755092274957,25.37714002629585,26.14721359506068,22.057810399122538,22.87208764966154
181,22.625569415241603,20.204035809800775,25.207299787371955,26.334409374682544,21.923852498251826,22.745761000258685
